customer_key,customer_id,first_name,last_name,full_name,email,phone,country,city,location_key,kyc_status,preferred_channel,join_date,customer_segment,is_fraud_target
3984,NAB-C003984,Joke,Davies,Joke Davies,joke.davies3984@email.com,+2349096669528,Nigeria,Kano,3,Pending,ATM,2019-07-01,Retail,0
3985,NAB-C003985,Ama,Wilson,Ama Wilson,ama.wilson3985@email.com,+2347795853805,Germany,Frankfurt,43,Verified,Branch,2019-04-07,Premium,0
3986,NAB-C003986,Dele,Sani,Dele Sani,dele.sani3986@email.com,+2347926900441,South Africa,Cape Town,21,Verified,Mobile Banking,2020-10-23,Retail,0
3987,NAB-C003987,Olivia,Mensah,Olivia Mensah,olivia.mensah3987@email.com,+2348385276830,Canada,Vancouver,36,Pending,ATM,2019-12-08,SME,0
3988,NAB-C003988,Joy,Adewale,Joy Adewale,joy.adewale3988@email.com,+2348090853933,Nigeria,Kaduna,6,Verified,ATM,2019-09-28,SME,0
3989,NAB-C003989,Aisha,Lewis,Aisha Lewis,aisha.lewis3989@email.com,+2348752334021,United States,Los Angeles,31,Verified,ATM,2022-04-29,Premium,0
3990,NAB-C003990,Amelia,Fashola,Amelia Fashola,amelia.fashola3990@email.com,+2348511598106,South Africa,Johannesburg,20,Pending,Web Banking,2020-08-26,Retail,0
3991,NAB-C003991,Isla,Davies,Isla Davies,isla.davies3991@email.com,+2347066231695,Canada,Toronto,35,Expired,Mobile Banking,2021-11-27,Retail,0
3992,NAB-C003992,Emmanuel,Chukwu,Emmanuel Chukwu,emmanuel.chukwu3992@email.com,+2348114257894,Kenya,Mombasa,26,Verified,Mobile Banking,2023-11-20,Corporate,0
3993,NAB-C003993,Hauwa,Abubakar,Hauwa Abubakar,hauwa.abubakar3993@email.com,+2348162036352,Nigeria,Enugu,7,Pending,ATM,2019-01-03,Premium,0
3994,NAB-C003994,Hauwa,Garcia,Hauwa Garcia,hauwa.garcia3994@email.com,+2347699399523,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2020-10-04,Corporate,0
3995,NAB-C003995,Fatima,Davies,Fatima Davies,fatima.davies3995@email.com,+2347074585355,Nigeria,Kaduna,6,Pending,Web Banking,2021-02-08,SME,0
3996,NAB-C003996,Kojo,Ali,Kojo Ali,kojo.ali3996@email.com,+2347473388244,Nigeria,Enugu,7,Verified,ATM,2020-10-17,Corporate,0
3997,NAB-C003997,Isla,Musa,Isla Musa,isla.musa3997@email.com,+2347167877464,United Kingdom,Manchester,10,Verified,Mobile Banking,2022-05-20,Retail,0
3998,NAB-C003998,Sade,Zulu,Sade Zulu,sade.zulu3998@email.com,+2347384703640,United Kingdom,Liverpool,14,Verified,Mobile Banking,2021-07-03,SME,0
3999,NAB-C003999,Yaw,Atiku,Yaw Atiku,yaw.atiku3999@email.com,+2347183771557,Nigeria,Enugu,7,Verified,POS,2020-07-12,Corporate,0
4000,NAB-C004000,Ahmed,Musa,Ahmed Musa,ahmed.musa4000@email.com,+2348352946375,Nigeria,Ibadan,5,Verified,Web Banking,2020-12-23,Premium,0
4001,NAB-C004001,Sade,Jones,Sade Jones,sade.jones4001@email.com,+2347289374891,Canada,Montreal,37,Verified,Branch,2023-11-03,Premium,0
4002,NAB-C004002,Ibrahim,Omar,Ibrahim Omar,ibrahim.omar4002@email.com,+2347830960715,France,Paris,45,Verified,Mobile Banking,2021-09-24,Premium,0
4003,NAB-C004003,Hadiza,Abubakar,Hadiza Abubakar,hadiza.abubakar4003@email.com,+2347579967284,Kenya,Kisumu,27,Verified,ATM,2023-03-16,Premium,0
4004,NAB-C004004,Henry,Thomas,Henry Thomas,henry.thomas4004@email.com,+2347812777286,United Kingdom,London,9,Verified,Mobile Banking,2021-11-06,Premium,0
4005,NAB-C004005,Ntombi,Sani,Ntombi Sani,ntombi.sani4005@email.com,+2348925962002,United States,Chicago,32,Verified,Mobile Banking,2023-07-27,Premium,0
4006,NAB-C004006,Ibrahim,Brown,Ibrahim Brown,ibrahim.brown4006@email.com,+2347385068361,Nigeria,Kano,3,Verified,Branch,2022-05-21,Corporate,0
4007,NAB-C004007,Mercy,Ndlovu,Mercy Ndlovu,mercy.ndlovu4007@email.com,+2348118836599,United States,Houston,33,Pending,Mobile Banking,2023-12-01,Corporate,0
4008,NAB-C004008,Luis,Evans,Luis Evans,luis.evans4008@email.com,+2349052543268,Canada,Calgary,38,Verified,POS,2021-11-21,Corporate,0
4009,NAB-C004009,Mercy,Abubakar,Mercy Abubakar,mercy.abubakar4009@email.com,+2347188241163,Ghana,Kumasi,16,Verified,Mobile Banking,2019-08-14,Retail,0
4010,NAB-C004010,Emma,Rodriguez,Emma Rodriguez,emma.rodriguez4010@email.com,+2349063044446,Nigeria,Enugu,7,Verified,POS,2020-06-26,SME,0
4011,NAB-C004011,Gbenga,Obiora,Gbenga Obiora,gbenga.obiora4011@email.com,+2347265385086,Nigeria,Kano,3,Verified,Mobile Banking,2019-12-07,Retail,0
4012,NAB-C004012,Abdullahi,Rodriguez,Abdullahi Rodriguez,abdullahi.rodriguez4012@email.com,+2348748879561,Germany,Munich,41,Verified,Mobile Banking,2019-06-23,Retail,0
4013,NAB-C004013,Toyin,Ibrahim,Toyin Ibrahim,toyin.ibrahim4013@email.com,+2348099498111,United States,Phoenix,34,Expired,Mobile Banking,2021-03-13,SME,0
4014,NAB-C004014,Abena,Khalid,Abena Khalid,abena.khalid4014@email.com,+2347324550112,Canada,Calgary,38,Verified,ATM,2020-11-13,Corporate,0
4015,NAB-C004015,Ngozi,Obiora,Ngozi Obiora,ngozi.obiora4015@email.com,+2347316265145,Nigeria,Abuja,2,Verified,Mobile Banking,2020-12-10,SME,0
4016,NAB-C004016,George,Sanwo,George Sanwo,george.sanwo4016@email.com,+2348726616507,Nigeria,Abuja,2,Verified,ATM,2023-09-06,Premium,0
4017,NAB-C004017,Mercy,Dlamini,Mercy Dlamini,mercy.dlamini4017@email.com,+2348115227533,Nigeria,Enugu,7,Verified,ATM,2021-04-28,Premium,0
4018,NAB-C004018,Peace,Sithole,Peace Sithole,peace.sithole4018@email.com,+2348667095600,Nigeria,Benin City,8,Verified,Branch,2022-05-03,Corporate,0
4019,NAB-C004019,Ibrahim,Roberts,Ibrahim Roberts,ibrahim.roberts4019@email.com,+2347308606471,Nigeria,Ibadan,5,Verified,Mobile Banking,2020-12-06,Premium,0
4020,NAB-C004020,Jose,Obiora,Jose Obiora,jose.obiora4020@email.com,+2348373089394,Nigeria,Ibadan,5,Verified,Mobile Banking,2023-03-15,Corporate,0
4021,NAB-C004021,Joseph,Yakubu,Joseph Yakubu,joseph.yakubu4021@email.com,+2347400647892,Canada,Ottawa,39,Verified,Web Banking,2019-09-04,Corporate,0
4022,NAB-C004022,Ngozi,Taylor,Ngozi Taylor,ngozi.taylor4022@email.com,+2348132298044,Nigeria,Kaduna,6,Verified,Mobile Banking,2019-10-17,Premium,0
4023,NAB-C004023,Yusuf,Okonkwo,Yusuf Okonkwo,yusuf.okonkwo4023@email.com,+2347815380002,UAE,Ajman,53,Verified,POS,2021-06-24,Retail,0
4024,NAB-C004024,William,Nwosu,William Nwosu,william.nwosu4024@email.com,+2348495285792,Ghana,Sekondi-Takoradi,18,Verified,POS,2019-12-16,Premium,0
4025,NAB-C004025,Samuel,Nwosu,Samuel Nwosu,samuel.nwosu4025@email.com,+2348468909658,Nigeria,Benin City,8,Verified,POS,2023-07-08,SME,0
4026,NAB-C004026,Nomvula,Evans,Nomvula Evans,nomvula.evans4026@email.com,+2348668885966,Ghana,Cape Coast,19,Verified,ATM,2021-11-02,SME,0
4027,NAB-C004027,Hassan,Nwosu,Hassan Nwosu,hassan.nwosu4027@email.com,+2348528734217,Nigeria,Lagos,1,Verified,POS,2022-04-06,Retail,0
4028,NAB-C004028,Seun,Martinez,Seun Martinez,seun.martinez4028@email.com,+2347175276616,Nigeria,Abuja,2,Verified,Mobile Banking,2021-09-30,Corporate,0
4029,NAB-C004029,Folake,Chukwu,Folake Chukwu,folake.chukwu4029@email.com,+2347757046441,Ghana,Cape Coast,19,Verified,ATM,2022-03-16,Corporate,0
4030,NAB-C004030,Femi,Brown,Femi Brown,femi.brown4030@email.com,+2348467859075,Nigeria,Benin City,8,Verified,POS,2023-03-27,SME,0
4031,NAB-C004031,Comfort,Taylor,Comfort Taylor,comfort.taylor4031@email.com,+2348336209963,Canada,Ottawa,39,Expired,Web Banking,2022-12-30,Premium,0
4032,NAB-C004032,Fatima,Asante,Fatima Asante,fatima.asante4032@email.com,+2348359745241,Nigeria,Lagos,1,Verified,Mobile Banking,2019-06-25,Corporate,0
4033,NAB-C004033,Lanre,Oduya,Lanre Oduya,lanre.oduya4033@email.com,+2347887674684,Nigeria,Kaduna,6,Pending,Web Banking,2019-11-25,Retail,0
4034,NAB-C004034,Harry,Ambode,Harry Ambode,harry.ambode4034@email.com,+2348895477944,United Kingdom,Liverpool,14,Expired,Mobile Banking,2019-05-21,Corporate,0
4035,NAB-C004035,Isla,Obiora,Isla Obiora,isla.obiora4035@email.com,+2349099445802,United Kingdom,Birmingham,11,Verified,POS,2021-06-20,SME,0
4036,NAB-C004036,George,Hernandez,George Hernandez,george.hernandez4036@email.com,+2347460391099,Ghana,Accra,15,Expired,Mobile Banking,2022-09-27,SME,0
4037,NAB-C004037,Patience,Wilson,Patience Wilson,patience.wilson4037@email.com,+2348995826091,Canada,Montreal,37,Verified,POS,2023-09-10,Retail,0
4038,NAB-C004038,Sade,Omar,Sade Omar,sade.omar4038@email.com,+2349022501996,Nigeria,Abuja,2,Expired,POS,2019-10-26,SME,0
4039,NAB-C004039,Hassan,Khalid,Hassan Khalid,hassan.khalid4039@email.com,+2347549408613,Nigeria,Benin City,8,Verified,Mobile Banking,2021-02-19,Retail,0
4040,NAB-C004040,Aliyu,Davies,Aliyu Davies,aliyu.davies4040@email.com,+2348443560433,United Kingdom,Birmingham,11,Verified,Branch,2023-11-25,Premium,0
4041,NAB-C004041,Nomvula,Eze,Nomvula Eze,nomvula.eze4041@email.com,+2348691022409,Nigeria,Kano,3,Verified,ATM,2022-11-27,SME,0
4042,NAB-C004042,Chioma,Davis,Chioma Davis,chioma.davis4042@email.com,+2347354405759,Canada,Ottawa,39,Verified,Web Banking,2020-11-27,Corporate,0
4043,NAB-C004043,Lindiwe,Saleh,Lindiwe Saleh,lindiwe.saleh4043@email.com,+2348285691483,Nigeria,Ibadan,5,Verified,Mobile Banking,2022-09-17,Retail,0
4044,NAB-C004044,Lanre,Nxumalo,Lanre Nxumalo,lanre.nxumalo4044@email.com,+2348633140181,South Africa,Pretoria,23,Verified,Mobile Banking,2020-03-16,Premium,0
4045,NAB-C004045,Mariam,Hughes,Mariam Hughes,mariam.hughes4045@email.com,+2347202938779,Nigeria,Ibadan,5,Verified,Mobile Banking,2022-08-15,Corporate,0
4046,NAB-C004046,Ama,Martinez,Ama Martinez,ama.martinez4046@email.com,+2347595104812,Nigeria,Kaduna,6,Verified,Web Banking,2019-11-05,Retail,0
4047,NAB-C004047,Joseph,Sanwo,Joseph Sanwo,joseph.sanwo4047@email.com,+2349076340797,South Africa,Pretoria,23,Verified,Mobile Banking,2023-01-21,Retail,0
4048,NAB-C004048,Fatima,Evans,Fatima Evans,fatima.evans4048@email.com,+2348017563025,Kenya,Nakuru,28,Verified,ATM,2023-06-05,Retail,0
4049,NAB-C004049,Funke,Miller,Funke Miller,funke.miller4049@email.com,+2347203683406,United States,Chicago,32,Verified,Mobile Banking,2020-12-14,Premium,0
4050,NAB-C004050,Zanele,Ndlovu,Zanele Ndlovu,zanele.ndlovu4050@email.com,+2348186452208,Ghana,Tamale,17,Verified,ATM,2019-04-28,Corporate,0
4051,NAB-C004051,Isla,Martinez,Isla Martinez,isla.martinez4051@email.com,+2347423770593,Nigeria,Port Harcourt,4,Verified,POS,2019-09-09,SME,0
4052,NAB-C004052,Lindiwe,Thomas,Lindiwe Thomas,lindiwe.thomas4052@email.com,+2347380676046,Nigeria,Enugu,7,Verified,Web Banking,2021-02-19,Premium,0
4053,NAB-C004053,Bello,Sanwo,Bello Sanwo,bello.sanwo4053@email.com,+2347774983971,United Kingdom,Leeds,12,Verified,ATM,2022-09-29,Premium,0
4054,NAB-C004054,Zainab,Brown,Zainab Brown,zainab.brown4054@email.com,+2348279074125,United States,Chicago,32,Verified,Mobile Banking,2022-06-24,Corporate,0
4055,NAB-C004055,Aliyu,Ibrahim,Aliyu Ibrahim,aliyu.ibrahim4055@email.com,+2347928471041,France,Nice,49,Verified,ATM,2022-12-01,SME,0
4056,NAB-C004056,Ahmed,Williams,Ahmed Williams,ahmed.williams4056@email.com,+2348824340779,Ghana,Accra,15,Verified,Web Banking,2021-03-04,Corporate,0
4057,NAB-C004057,Fatima,Okafor,Fatima Okafor,fatima.okafor4057@email.com,+2347717930159,Nigeria,Abuja,2,Verified,Mobile Banking,2023-04-29,Retail,0
4058,NAB-C004058,Funke,Hernandez,Funke Hernandez,funke.hernandez4058@email.com,+2348072434768,Nigeria,Port Harcourt,4,Verified,Web Banking,2022-07-06,Retail,0
4059,NAB-C004059,Bola,Abubakar,Bola Abubakar,bola.abubakar4059@email.com,+2348669319333,Nigeria,Enugu,7,Verified,POS,2021-10-06,Corporate,0
4060,NAB-C004060,Oliver,Adeyemi,Oliver Adeyemi,oliver.adeyemi4060@email.com,+2347481405160,Nigeria,Abuja,2,Verified,Web Banking,2021-03-22,Retail,0
4061,NAB-C004061,Babatunde,Ali,Babatunde Ali,babatunde.ali4061@email.com,+2347496426146,Ghana,Cape Coast,19,Verified,Web Banking,2020-03-08,SME,0
4062,NAB-C004062,David,Hughes,David Hughes,david.hughes4062@email.com,+2347389133189,Nigeria,Kano,3,Verified,Web Banking,2021-05-08,SME,0
4063,NAB-C004063,Yaw,Ikenna,Yaw Ikenna,yaw.ikenna4063@email.com,+2347339799591,Nigeria,Enugu,7,Verified,POS,2021-06-17,Corporate,0
4064,NAB-C004064,Valentina,Yusuf,Valentina Yusuf,valentina.yusuf4064@email.com,+2347953335429,Nigeria,Kaduna,6,Verified,Web Banking,2020-02-05,SME,0
4065,NAB-C004065,George,Khalid,George Khalid,george.khalid4065@email.com,+2348455626600,Nigeria,Abuja,2,Verified,Web Banking,2022-03-11,Premium,0
4066,NAB-C004066,Yaw,Oduya,Yaw Oduya,yaw.oduya4066@email.com,+2347888432873,Nigeria,Kano,3,Verified,Mobile Banking,2019-02-26,Premium,0
4067,NAB-C004067,Emma,Ndlovu,Emma Ndlovu,emma.ndlovu4067@email.com,+2348376216937,United Kingdom,Glasgow,13,Verified,ATM,2019-01-21,Premium,0
4068,NAB-C004068,Bongani,Yakubu,Bongani Yakubu,bongani.yakubu4068@email.com,+2347430498648,Nigeria,Kaduna,6,Verified,Branch,2021-04-05,Premium,0
4069,NAB-C004069,Lily,Gonzalez,Lily Gonzalez,lily.gonzalez4069@email.com,+2347587995316,United States,Los Angeles,31,Expired,Mobile Banking,2021-08-13,Premium,0
4070,NAB-C004070,Michael,Onuoha,Michael Onuoha,michael.onuoha4070@email.com,+2348058268438,United Kingdom,Manchester,10,Verified,Web Banking,2019-03-19,Corporate,0
4071,NAB-C004071,Luis,Hughes,Luis Hughes,luis.hughes4071@email.com,+2347954448747,United States,Chicago,32,Verified,Web Banking,2021-01-05,Premium,0
4072,NAB-C004072,Joke,Martinez,Joke Martinez,joke.martinez4072@email.com,+2347168162505,United States,Chicago,32,Expired,Mobile Banking,2019-09-30,SME,0
4073,NAB-C004073,Toyin,Saleh,Toyin Saleh,toyin.saleh4073@email.com,+2348371224405,Germany,Hamburg,42,Verified,Mobile Banking,2019-11-25,Retail,0
4074,NAB-C004074,Kayode,Moore,Kayode Moore,kayode.moore4074@email.com,+2348200783081,United Kingdom,Manchester,10,Verified,ATM,2023-11-21,Premium,0
4075,NAB-C004075,Dele,Wilson,Dele Wilson,dele.wilson4075@email.com,+2347509003838,South Africa,Durban,22,Verified,Web Banking,2023-10-08,Corporate,0
4076,NAB-C004076,Toyin,Wike,Toyin Wike,toyin.wike4076@email.com,+2348127379665,Canada,Toronto,35,Verified,Mobile Banking,2021-03-20,SME,0
4077,NAB-C004077,William,Davis,William Davis,william.davis4077@email.com,+2347404776891,Nigeria,Kaduna,6,Expired,Mobile Banking,2020-08-31,Retail,0
4078,NAB-C004078,Kemi,Thomas,Kemi Thomas,kemi.thomas4078@email.com,+2347092125703,Ghana,Tamale,17,Expired,ATM,2020-12-23,Corporate,0
4079,NAB-C004079,Fatima,Yusuf,Fatima Yusuf,fatima.yusuf4079@email.com,+2348880065172,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2019-06-02,Corporate,0
4080,NAB-C004080,James,Evans,James Evans,james.evans4080@email.com,+2347221963412,Nigeria,Ibadan,5,Pending,Mobile Banking,2022-02-27,SME,0
4081,NAB-C004081,Suleiman,Nxumalo,Suleiman Nxumalo,suleiman.nxumalo4081@email.com,+2347927457939,United Kingdom,Glasgow,13,Verified,Mobile Banking,2020-08-29,Corporate,0
4082,NAB-C004082,Hassan,Khalid,Hassan Khalid,hassan.khalid4082@email.com,+2349048520888,Nigeria,Enugu,7,Verified,POS,2019-07-01,Premium,0
4083,NAB-C004083,Ntombi,Okafor,Ntombi Okafor,ntombi.okafor4083@email.com,+2348765738531,Nigeria,Kano,3,Pending,ATM,2022-10-26,Premium,0
4084,NAB-C004084,Bola,Owusu,Bola Owusu,bola.owusu4084@email.com,+2349050690394,Nigeria,Kano,3,Verified,ATM,2019-12-12,Corporate,0
4085,NAB-C004085,Emmanuel,Bello,Emmanuel Bello,emmanuel.bello4085@email.com,+2347936755208,Canada,Toronto,35,Verified,Mobile Banking,2021-03-06,Retail,0
4086,NAB-C004086,Abena,Mokoena,Abena Mokoena,abena.mokoena4086@email.com,+2348271093632,Nigeria,Ibadan,5,Expired,POS,2022-06-13,Premium,0
4087,NAB-C004087,Edward,Yusuf,Edward Yusuf,edward.yusuf4087@email.com,+2348792132655,Nigeria,Port Harcourt,4,Expired,Mobile Banking,2019-01-30,Retail,0
4088,NAB-C004088,Bola,Garcia,Bola Garcia,bola.garcia4088@email.com,+2347797156192,Nigeria,Kaduna,6,Verified,Mobile Banking,2020-03-30,Premium,0
4089,NAB-C004089,Isabella,Brown,Isabella Brown,isabella.brown4089@email.com,+2348435982460,Canada,Toronto,35,Expired,ATM,2021-12-28,SME,0
4090,NAB-C004090,Suleiman,Okafor,Suleiman Okafor,suleiman.okafor4090@email.com,+2348848376548,Nigeria,Benin City,8,Verified,Web Banking,2021-08-28,Corporate,0
4091,NAB-C004091,Hadiza,Yusuf,Hadiza Yusuf,hadiza.yusuf4091@email.com,+2348163402498,Nigeria,Abuja,2,Verified,ATM,2019-12-31,Retail,0
4092,NAB-C004092,Yusuf,Obi,Yusuf Obi,yusuf.obi4092@email.com,+2347469056375,Nigeria,Enugu,7,Expired,Web Banking,2019-01-31,SME,0
4093,NAB-C004093,Ahmed,Sani,Ahmed Sani,ahmed.sani4093@email.com,+2348118661354,United Kingdom,Birmingham,11,Verified,Branch,2020-08-15,Retail,0
4094,NAB-C004094,Efua,Brown,Efua Brown,efua.brown4094@email.com,+2347957550647,Germany,Munich,41,Verified,Mobile Banking,2021-02-10,Retail,0
4095,NAB-C004095,George,Yakubu,George Yakubu,george.yakubu4095@email.com,+2347255777221,Kenya,Nakuru,28,Pending,POS,2021-11-18,Premium,0
4096,NAB-C004096,Femi,Musa,Femi Musa,femi.musa4096@email.com,+2348155006773,United Kingdom,Leeds,12,Verified,ATM,2019-08-26,Corporate,0
4097,NAB-C004097,Garba,Tinubu,Garba Tinubu,garba.tinubu4097@email.com,+2347022827847,Kenya,Eldoret,29,Expired,Mobile Banking,2019-05-28,Corporate,0
4098,NAB-C004098,Charlotte,Davis,Charlotte Davis,charlotte.davis4098@email.com,+2348456838713,United Kingdom,Birmingham,11,Verified,Mobile Banking,2020-01-19,Corporate,0
4099,NAB-C004099,Bola,Nwosu,Bola Nwosu,bola.nwosu4099@email.com,+2347406179810,United Kingdom,Glasgow,13,Verified,Mobile Banking,2023-11-12,Premium,0
4100,NAB-C004100,Henry,Fashola,Henry Fashola,henry.fashola4100@email.com,+2347527646383,Nigeria,Enugu,7,Pending,ATM,2022-06-26,Retail,0
4101,NAB-C004101,Bello,Oduya,Bello Oduya,bello.oduya4101@email.com,+2348779468507,Kenya,Kisumu,27,Verified,Mobile Banking,2021-02-06,Corporate,0
4102,NAB-C004102,Femi,Musa,Femi Musa,femi.musa4102@email.com,+2348261912205,Ghana,Cape Coast,19,Pending,Mobile Banking,2019-10-04,SME,0
4103,NAB-C004103,Patience,Okafor,Patience Okafor,patience.okafor4103@email.com,+2348531683991,United Kingdom,Birmingham,11,Verified,POS,2019-03-08,SME,0
4104,NAB-C004104,Bello,Bello,Bello Bello,bello.bello4104@email.com,+2348958678831,Nigeria,Kaduna,6,Verified,Web Banking,2019-04-01,SME,0
4105,NAB-C004105,Sofia,Davies,Sofia Davies,sofia.davies4105@email.com,+2348766350232,United Kingdom,Manchester,10,Verified,POS,2020-07-21,SME,0
4106,NAB-C004106,Folake,Davies,Folake Davies,folake.davies4106@email.com,+2347945251192,Nigeria,Lagos,1,Expired,Web Banking,2023-10-03,Retail,0
4107,NAB-C004107,Folake,Lopez,Folake Lopez,folake.lopez4107@email.com,+2347994094248,United States,New York,30,Pending,Mobile Banking,2020-02-03,SME,0
4108,NAB-C004108,Fatima,Darko,Fatima Darko,fatima.darko4108@email.com,+2349096786264,Nigeria,Kaduna,6,Verified,POS,2020-10-15,Retail,0
4109,NAB-C004109,Chukwuemeka,Gonzalez,Chukwuemeka Gonzalez,chukwuemeka.gonzalez4109@email.com,+2347300715366,Nigeria,Abuja,2,Verified,ATM,2020-12-09,Premium,0
4110,NAB-C004110,Thomas,Nwosu,Thomas Nwosu,thomas.nwosu4110@email.com,+2347267245501,United States,New York,30,Verified,ATM,2019-01-07,Retail,0
4111,NAB-C004111,Edward,Moore,Edward Moore,edward.moore4111@email.com,+2347638493538,Germany,Berlin,40,Pending,Web Banking,2021-12-23,Premium,0
4112,NAB-C004112,Peace,Sanwo,Peace Sanwo,peace.sanwo4112@email.com,+2348260385611,Nigeria,Benin City,8,Verified,POS,2022-10-10,SME,0
4113,NAB-C004113,Femi,Sithole,Femi Sithole,femi.sithole4113@email.com,+2347225438473,South Africa,Durban,22,Verified,Mobile Banking,2019-04-08,Retail,0
4114,NAB-C004114,William,Nwachukwu,William Nwachukwu,william.nwachukwu4114@email.com,+2348869040459,United Kingdom,Liverpool,14,Verified,Mobile Banking,2021-01-11,Corporate,0
4115,NAB-C004115,Ibrahim,Zulu,Ibrahim Zulu,ibrahim.zulu4115@email.com,+2348870077556,Canada,Toronto,35,Verified,Mobile Banking,2022-11-19,Premium,0
4116,NAB-C004116,Abena,Roberts,Abena Roberts,abena.roberts4116@email.com,+2347722721622,Kenya,Eldoret,29,Verified,POS,2023-06-23,Retail,0
4117,NAB-C004117,Kemi,Bello,Kemi Bello,kemi.bello4117@email.com,+2348560618794,Germany,Berlin,40,Verified,POS,2019-11-03,Corporate,0
4118,NAB-C004118,Lanre,Martinez,Lanre Martinez,lanre.martinez4118@email.com,+2348716284454,Kenya,Nakuru,28,Verified,Mobile Banking,2020-02-19,Corporate,0
4119,NAB-C004119,Emma,Wike,Emma Wike,emma.wike4119@email.com,+2347698662721,Nigeria,Abuja,2,Pending,ATM,2019-03-07,SME,0
4120,NAB-C004120,Ama,Garcia,Ama Garcia,ama.garcia4120@email.com,+2347057471351,Nigeria,Ibadan,5,Verified,Web Banking,2022-01-21,Premium,0
4121,NAB-C004121,Luis,Nxumalo,Luis Nxumalo,luis.nxumalo4121@email.com,+2348661271878,Nigeria,Kaduna,6,Verified,Branch,2019-06-08,Corporate,0
4122,NAB-C004122,Rotimi,Ambode,Rotimi Ambode,rotimi.ambode4122@email.com,+2347287986841,United Kingdom,London,9,Verified,ATM,2019-12-06,Premium,0
4123,NAB-C004123,Garba,Sithole,Garba Sithole,garba.sithole4123@email.com,+2347583061991,Nigeria,Benin City,8,Verified,Mobile Banking,2021-02-26,SME,0
4124,NAB-C004124,Ronke,Hernandez,Ronke Hernandez,ronke.hernandez4124@email.com,+2347960735606,Canada,Toronto,35,Verified,Mobile Banking,2021-01-13,Corporate,0
4125,NAB-C004125,Lebo,Taylor,Lebo Taylor,lebo.taylor4125@email.com,+2348059696888,United Kingdom,Leeds,12,Verified,Mobile Banking,2023-10-29,Corporate,0
4126,NAB-C004126,Rotimi,Nxumalo,Rotimi Nxumalo,rotimi.nxumalo4126@email.com,+2348222327569,Ghana,Tamale,17,Verified,ATM,2022-03-07,Premium,0
4127,NAB-C004127,Charlotte,Martinez,Charlotte Martinez,charlotte.martinez4127@email.com,+2347424080732,Germany,Berlin,40,Verified,ATM,2023-03-06,Corporate,0
4128,NAB-C004128,Ramatu,Sani,Ramatu Sani,ramatu.sani4128@email.com,+2347737673673,Nigeria,Kaduna,6,Verified,POS,2022-09-06,SME,0
4129,NAB-C004129,Safiya,Hassan,Safiya Hassan,safiya.hassan4129@email.com,+2347806603668,United Kingdom,Glasgow,13,Verified,Mobile Banking,2023-10-21,SME,0
4130,NAB-C004130,Mercy,Sani,Mercy Sani,mercy.sani4130@email.com,+2348729302655,Nigeria,Benin City,8,Verified,Mobile Banking,2022-10-24,Corporate,0
4131,NAB-C004131,Ronke,Owusu,Ronke Owusu,ronke.owusu4131@email.com,+2348946483571,South Africa,Cape Town,21,Verified,POS,2021-02-19,Retail,0
4132,NAB-C004132,Aisha,Ndlovu,Aisha Ndlovu,aisha.ndlovu4132@email.com,+2348697168655,Nigeria,Kaduna,6,Verified,Mobile Banking,2022-07-28,Corporate,0
4133,NAB-C004133,Valentina,Ndlovu,Valentina Ndlovu,valentina.ndlovu4133@email.com,+2347402303935,Canada,Montreal,37,Expired,Branch,2019-06-05,Premium,0
4134,NAB-C004134,Amelia,Davis,Amelia Davis,amelia.davis4134@email.com,+2348641299939,Nigeria,Benin City,8,Verified,Web Banking,2019-02-04,Retail,0
4135,NAB-C004135,Amelia,Zulu,Amelia Zulu,amelia.zulu4135@email.com,+2348246676919,Kenya,Kisumu,27,Expired,Mobile Banking,2019-10-01,Premium,0
4136,NAB-C004136,Lindiwe,Bello,Lindiwe Bello,lindiwe.bello4136@email.com,+2348955751349,Nigeria,Abuja,2,Verified,Mobile Banking,2021-11-04,Premium,0
4137,NAB-C004137,Amelia,Mokoena,Amelia Mokoena,amelia.mokoena4137@email.com,+2347980952544,Kenya,Nairobi,25,Verified,Web Banking,2020-09-03,SME,0
4138,NAB-C004138,Hassan,Evans,Hassan Evans,hassan.evans4138@email.com,+2348869041916,Canada,Ottawa,39,Verified,Mobile Banking,2022-07-24,Premium,0
4139,NAB-C004139,David,Tinubu,David Tinubu,david.tinubu4139@email.com,+2347752178946,Ghana,Cape Coast,19,Expired,Web Banking,2020-11-09,Retail,0
4140,NAB-C004140,Blessing,Okafor,Blessing Okafor,blessing.okafor4140@email.com,+2347231985928,Nigeria,Port Harcourt,4,Verified,Mobile Banking,2023-05-26,SME,0
4141,NAB-C004141,Musa,Musa,Musa Musa,musa.musa4141@email.com,+2348520767328,Nigeria,Ibadan,5,Verified,Mobile Banking,2020-06-29,SME,0
4142,NAB-C004142,Sipho,Davis,Sipho Davis,sipho.davis4142@email.com,+2347091407444,France,Toulouse,48,Verified,Mobile Banking,2020-08-16,Retail,0
4143,NAB-C004143,Akosua,Moore,Akosua Moore,akosua.moore4143@email.com,+2349044534843,Ghana,Sekondi-Takoradi,18,Verified,Mobile Banking,2020-03-31,SME,0
4144,NAB-C004144,Isabella,Perez,Isabella Perez,isabella.perez4144@email.com,+2348623328004,Nigeria,Benin City,8,Verified,Web Banking,2019-09-13,Premium,0
