account_key,account_id,customer_key,account_type,currency,credit_limit,current_balance,account_status,open_date,balance_tier
5232,NAB-A00005232,3705,Current,USD,10164.53,1286.89,Active,2019-08-07,Low
5233,NAB-A00005233,3706,Current,USD,4971.08,1901.13,Active,2021-07-03,Low
5234,NAB-A00005234,3706,Current,USD,108848.62,31868.24,Active,2021-07-28,Mid
5235,NAB-A00005235,3707,Savings,ZAR,50474.55,46196.64,Active,2019-12-01,Mid
5236,NAB-A00005236,3708,Current,USD,106963.0,42109.1,Active,2019-11-14,Mid
5237,NAB-A00005237,3709,Current,GBP,9673.82,8806.52,Active,2022-02-23,Low
5238,NAB-A00005238,3710,Savings,GBP,24651.77,22463.35,Active,2021-01-17,Mid
5239,NAB-A00005239,3711,Fixed Deposit,USD,23308.85,18361.27,Active,2021-02-05,Mid
5240,NAB-A00005240,3712,Domiciliary,USD,9694.73,1712.3,Active,2020-01-18,Low
5241,NAB-A00005241,3713,Savings,GBP,10259.42,5947.86,Dormant,2020-07-10,Low
5242,NAB-A00005242,3714,Savings,GBP,9385.91,2595.31,Active,2019-02-08,Low
5243,NAB-A00005243,3715,Savings,GBP,50323.23,14802.97,Active,2023-03-01,Mid
5244,NAB-A00005244,3715,Savings,GBP,236069.73,146025.78,Suspended,2023-03-06,High
5245,NAB-A00005245,3716,Savings,NGN,10001.33,8839.74,Dormant,2020-10-21,Low
5246,NAB-A00005246,3717,Savings,NGN,9998.26,2190.93,Active,2021-01-23,Low
5247,NAB-A00005247,3718,Savings,NGN,10066.73,8372.78,Active,2019-09-28,Low
5248,NAB-A00005248,3718,Fixed Deposit,NGN,9211.36,8041.29,Active,2019-09-28,Low
5249,NAB-A00005249,3719,Savings,ZAR,5152.87,1333.18,Active,2021-04-24,Low
5250,NAB-A00005250,3720,Fixed Deposit,GBP,9947.24,9402.65,Active,2021-06-14,Low
5251,NAB-A00005251,3720,Current,GBP,9445.72,2295.29,Dormant,2021-06-14,Low
5252,NAB-A00005252,3720,Domiciliary,GBP,99221.41,65133.74,Active,2021-06-22,High
5253,NAB-A00005253,3721,Current,NGN,4854.48,4053.52,Active,2023-10-25,Low
5254,NAB-A00005254,3722,Savings,NGN,23003.85,14057.95,Active,2022-10-27,Mid
5255,NAB-A00005255,3723,Savings,NGN,25187.76,17666.69,Active,2020-08-17,Mid
5256,NAB-A00005256,3724,Domiciliary,USD,10844.06,3545.85,Active,2023-03-06,Low
5257,NAB-A00005257,3725,Current,NGN,5073.73,2240.02,Active,2020-03-01,Low
5258,NAB-A00005258,3725,Domiciliary,NGN,4664.58,3884.96,Active,2020-02-28,Low
5259,NAB-A00005259,3726,Savings,NGN,9701.95,7140.13,Active,2023-03-22,Low
5260,NAB-A00005260,3727,Fixed Deposit,GBP,24461.23,1864.16,Dormant,2023-09-27,Low
5261,NAB-A00005261,3728,Savings,NGN,9948.39,5319.93,Active,2023-09-26,Low
5262,NAB-A00005262,3728,Domiciliary,NGN,10027.25,2563.28,Active,2023-09-26,Low
5263,NAB-A00005263,3729,Current,NGN,26915.01,19223.67,Active,2021-08-25,Mid
5264,NAB-A00005264,3730,Current,USD,97312.19,46971.86,Active,2023-01-16,Mid
5265,NAB-A00005265,3731,Current,USD,4946.57,4552.55,Active,2019-11-05,Low
5266,NAB-A00005266,3731,Savings,USD,52475.09,30470.55,Active,2019-11-14,Mid
5267,NAB-A00005267,3732,Fixed Deposit,GBP,26868.32,15206.52,Active,2023-01-21,Mid
5268,NAB-A00005268,3732,Savings,GBP,9580.41,1388.28,Active,2023-02-07,Low
5269,NAB-A00005269,3733,Current,NGN,24217.23,13292.36,Active,2020-10-23,Mid
5270,NAB-A00005270,3733,Premium,NGN,5285.17,1756.03,Active,2020-10-30,Low
5271,NAB-A00005271,3734,Domiciliary,NGN,5385.86,4257.86,Active,2023-09-16,Low
5272,NAB-A00005272,3734,Premium,NGN,51035.04,3334.6,Active,2023-08-26,Low
5273,NAB-A00005273,3735,Savings,GBP,10856.77,2063.5,Dormant,2019-08-13,Low
5274,NAB-A00005274,3736,Savings,ZAR,25299.09,16424.89,Active,2022-12-05,Mid
5275,NAB-A00005275,3737,Savings,NGN,47321.57,7671.9,Active,2019-05-15,Low
5276,NAB-A00005276,3738,Fixed Deposit,USD,267600.37,134864.73,Active,2020-10-22,High
5277,NAB-A00005277,3739,Current,GHS,9904.95,6080.36,Active,2020-03-15,Low
5278,NAB-A00005278,3740,Premium,GBP,24446.8,23059.53,Active,2019-12-04,Mid
5279,NAB-A00005279,3740,Fixed Deposit,GBP,10836.18,3547.9,Active,2019-11-26,Low
5280,NAB-A00005280,3741,Current,NGN,26459.86,21092.31,Suspended,2020-07-14,Mid
5281,NAB-A00005281,3742,Premium,GBP,5351.4,2955.21,Active,2020-04-27,Low
5282,NAB-A00005282,3742,Current,GBP,10111.41,2851.72,Active,2020-04-29,Low
5283,NAB-A00005283,3743,Current,USD,9419.69,2088.01,Active,2021-11-01,Low
5284,NAB-A00005284,3744,Current,USD,5227.07,1013.99,Closed,2023-07-06,Low
5285,NAB-A00005285,3744,Savings,USD,9713.7,7987.5,Active,2023-07-04,Low
5286,NAB-A00005286,3744,Savings,USD,10677.27,3314.87,Active,2023-06-19,Low
5287,NAB-A00005287,3745,Current,USD,54942.11,31471.84,Active,2021-02-09,Mid
5288,NAB-A00005288,3746,Fixed Deposit,NGN,10928.05,6617.23,Dormant,2020-06-20,Low
5289,NAB-A00005289,3747,Current,USD,9751.79,3851.34,Active,2023-02-16,Low
5290,NAB-A00005290,3748,Savings,GBP,45134.79,4113.57,Active,2022-05-09,Low
5291,NAB-A00005291,3748,Premium,GBP,4814.39,1593.7,Active,2022-04-26,Low
5292,NAB-A00005292,3749,Savings,GHS,51289.78,33087.44,Active,2022-06-19,Mid
5293,NAB-A00005293,3749,Savings,GHS,9136.57,932.79,Dormant,2022-06-02,Low
5294,NAB-A00005294,3750,Domiciliary,ZAR,24731.17,19657.36,Active,2020-01-21,Mid
5295,NAB-A00005295,3751,Savings,GBP,10941.26,2913.41,Active,2020-01-11,Low
5296,NAB-A00005296,3752,Premium,NGN,54204.23,34486.36,Active,2021-04-16,Mid
5297,NAB-A00005297,3753,Current,NGN,10567.37,6783.21,Active,2023-02-09,Low
5298,NAB-A00005298,3753,Premium,NGN,9139.66,8090.07,Active,2023-02-17,Low
5299,NAB-A00005299,3754,Savings,USD,10596.08,6410.19,Dormant,2023-03-05,Low
5300,NAB-A00005300,3755,Current,NGN,54734.05,28703.17,Active,2022-01-31,Mid
5301,NAB-A00005301,3755,Current,NGN,10220.86,900.53,Dormant,2022-02-01,Low
5302,NAB-A00005302,3755,Savings,NGN,102635.72,23069.04,Active,2022-01-25,Mid
5303,NAB-A00005303,3756,Domiciliary,USD,25573.83,19083.84,Active,2019-11-26,Mid
5304,NAB-A00005304,3756,Current,USD,267503.35,252231.72,Active,2019-11-11,High
5305,NAB-A00005305,3756,Current,USD,10665.15,2196.68,Suspended,2019-11-29,Low
5306,NAB-A00005306,3757,Savings,ZAR,26126.01,22395.02,Dormant,2021-05-06,Mid
5307,NAB-A00005307,3758,Current,NGN,5415.72,2897.32,Active,2022-12-20,Low
5308,NAB-A00005308,3759,Premium,NGN,10952.27,5000.81,Active,2022-06-08,Low
5309,NAB-A00005309,3760,Savings,USD,9361.26,4820.75,Active,2020-11-15,Low
5310,NAB-A00005310,3761,Fixed Deposit,GBP,4589.83,2218.18,Dormant,2019-11-28,Low
5311,NAB-A00005311,3761,Savings,GBP,9905.58,7074.42,Active,2019-12-06,Low
5312,NAB-A00005312,3761,Savings,GBP,5003.19,3406.47,Active,2019-11-27,Low
5313,NAB-A00005313,3762,Savings,NGN,45554.68,4362.65,Active,2019-11-30,Low
5314,NAB-A00005314,3763,Savings,NGN,241686.36,24086.19,Active,2020-09-15,Mid
5315,NAB-A00005315,3764,Fixed Deposit,ZAR,267797.47,43753.95,Active,2020-03-21,Mid
5316,NAB-A00005316,3765,Fixed Deposit,USD,4910.9,2807.28,Active,2023-08-27,Low
5317,NAB-A00005317,3765,Current,USD,97755.65,71238.2,Active,2023-08-24,High
5318,NAB-A00005318,3766,Domiciliary,NGN,5247.33,1128.13,Active,2023-09-04,Low
5319,NAB-A00005319,3767,Fixed Deposit,NGN,10757.39,2582.5,Active,2020-06-25,Low
5320,NAB-A00005320,3767,Current,NGN,95888.02,33734.52,Active,2020-06-28,Mid
5321,NAB-A00005321,3768,Savings,GHS,9120.94,2079.14,Active,2020-06-25,Low
5322,NAB-A00005322,3769,Domiciliary,ZAR,50997.22,41649.35,Active,2019-02-11,Mid
5323,NAB-A00005323,3770,Savings,NGN,47838.27,14848.74,Active,2021-11-05,Mid
5324,NAB-A00005324,3771,Domiciliary,NGN,10239.82,701.48,Active,2023-04-22,Low
5325,NAB-A00005325,3771,Savings,NGN,5492.25,1533.42,Active,2023-05-14,Low
5326,NAB-A00005326,3771,Current,NGN,4816.14,1234.86,Active,2023-05-14,Low
5327,NAB-A00005327,3772,Savings,NGN,105938.52,92748.51,Active,2022-11-16,High
5328,NAB-A00005328,3772,Fixed Deposit,NGN,9861.67,9032.88,Active,2022-12-06,Low
5329,NAB-A00005329,3773,Domiciliary,USD,26418.58,9107.84,Active,2019-08-30,Low
5330,NAB-A00005330,3774,Fixed Deposit,NGN,10093.44,3068.73,Closed,2023-12-21,Low
5331,NAB-A00005331,3775,Fixed Deposit,USD,45935.33,22612.89,Active,2020-04-04,Mid
5332,NAB-A00005332,3776,Current,GBP,9013.61,1675.52,Active,2020-08-19,Low
5333,NAB-A00005333,3777,Savings,GBP,9246.13,2425.33,Active,2023-09-21,Low
5334,NAB-A00005334,3778,Current,NGN,5041.83,3644.76,Active,2022-06-24,Low
5335,NAB-A00005335,3779,Premium,USD,5403.64,747.29,Closed,2023-04-14,Low
5336,NAB-A00005336,3780,Savings,NGN,23538.32,11213.93,Active,2022-07-28,Mid
5337,NAB-A00005337,3780,Current,NGN,47556.49,33699.0,Dormant,2022-07-23,Mid
5338,NAB-A00005338,3781,Premium,USD,10932.83,7840.04,Active,2019-05-03,Low
5339,NAB-A00005339,3782,Savings,USD,45314.61,18415.15,Active,2020-01-20,Mid
5340,NAB-A00005340,3783,Domiciliary,USD,26508.7,12457.06,Active,2021-07-31,Mid
5341,NAB-A00005341,3783,Fixed Deposit,USD,264105.41,25022.89,Active,2021-08-19,Mid
5342,NAB-A00005342,3784,Domiciliary,NGN,10705.69,8153.45,Active,2019-04-16,Low
5343,NAB-A00005343,3785,Savings,USD,51209.82,26282.03,Active,2019-03-08,Mid
5344,NAB-A00005344,3785,Savings,USD,9977.33,4068.47,Active,2019-03-16,Low
5345,NAB-A00005345,3786,Current,GHS,24734.53,20580.55,Active,2022-04-06,Mid
5346,NAB-A00005346,3787,Savings,USD,5384.27,1211.3,Suspended,2020-11-10,Low
5347,NAB-A00005347,3787,Premium,USD,10144.91,973.18,Active,2020-11-06,Low
5348,NAB-A00005348,3788,Current,NGN,23527.53,11221.83,Active,2021-03-05,Mid
5349,NAB-A00005349,3789,Savings,GHS,24049.41,5338.81,Active,2019-02-02,Low
5350,NAB-A00005350,3789,Domiciliary,GHS,5169.24,3713.39,Active,2019-02-02,Low
5351,NAB-A00005351,3790,Current,GBP,23904.18,1346.04,Dormant,2022-06-05,Low
5352,NAB-A00005352,3790,Fixed Deposit,GBP,10749.17,10180.38,Active,2022-06-10,Mid
5353,NAB-A00005353,3791,Savings,USD,9674.13,975.47,Active,2023-05-05,Low
5354,NAB-A00005354,3791,Fixed Deposit,USD,27409.59,2641.49,Active,2023-04-15,Low
5355,NAB-A00005355,3792,Savings,GBP,24704.25,11896.61,Active,2020-08-07,Mid
5356,NAB-A00005356,3792,Savings,GBP,10519.17,8927.62,Dormant,2020-08-09,Low
5357,NAB-A00005357,3793,Fixed Deposit,USD,5321.2,3908.58,Active,2021-10-28,Low
5358,NAB-A00005358,3793,Current,USD,24869.68,9003.89,Active,2021-11-17,Low
5359,NAB-A00005359,3793,Premium,USD,5084.36,4604.04,Active,2021-10-25,Low
5360,NAB-A00005360,3794,Savings,USD,5021.83,484.59,Active,2022-04-10,Low
5361,NAB-A00005361,3794,Current,USD,9013.84,6336.54,Suspended,2022-04-20,Low
5362,NAB-A00005362,3795,Current,GBP,5072.4,3380.41,Active,2021-09-07,Low
5363,NAB-A00005363,3796,Savings,ZAR,48574.56,16763.15,Active,2023-07-29,Mid
5364,NAB-A00005364,3796,Premium,ZAR,10575.97,2895.01,Active,2023-07-29,Low
5365,NAB-A00005365,3796,Current,ZAR,24304.37,15913.39,Active,2023-07-31,Mid
5366,NAB-A00005366,3797,Premium,NGN,27147.36,18335.89,Active,2019-02-10,Mid
5367,NAB-A00005367,3798,Current,NGN,99181.98,85210.07,Active,2022-04-27,High
5368,NAB-A00005368,3798,Current,NGN,5144.95,3988.46,Active,2022-04-25,Low
5369,NAB-A00005369,3799,Current,USD,9072.57,4778.09,Closed,2021-08-25,Low
5370,NAB-A00005370,3799,Savings,USD,23421.25,7261.12,Active,2021-08-13,Low
5371,NAB-A00005371,3800,Savings,USD,255293.7,46161.36,Active,2019-02-12,Mid
5372,NAB-A00005372,3801,Premium,NGN,9351.96,7475.57,Active,2019-03-28,Low
5373,NAB-A00005373,3802,Current,USD,5202.99,1411.92,Active,2020-01-05,Low
5374,NAB-A00005374,3803,Current,NGN,24302.76,5377.35,Active,2020-01-09,Low
5375,NAB-A00005375,3803,Current,NGN,10209.62,3493.67,Active,2019-12-16,Low
5376,NAB-A00005376,3804,Savings,ZAR,24510.61,9627.82,Active,2023-07-24,Low
5377,NAB-A00005377,3804,Savings,ZAR,4726.61,3497.79,Active,2023-07-18,Low
5378,NAB-A00005378,3805,Savings,USD,96433.54,71022.4,Active,2020-07-21,High
5379,NAB-A00005379,3806,Fixed Deposit,GBP,22887.39,13124.57,Active,2019-04-10,Mid
5380,NAB-A00005380,3806,Savings,GBP,5179.64,1337.87,Closed,2019-04-14,Low
5381,NAB-A00005381,3807,Fixed Deposit,NGN,48556.1,42761.79,Active,2022-09-08,Mid
5382,NAB-A00005382,3807,Current,NGN,23315.69,7991.89,Dormant,2022-10-01,Low
5383,NAB-A00005383,3807,Current,NGN,23855.61,12496.56,Active,2022-10-05,Mid
5384,NAB-A00005384,3808,Current,NGN,26461.1,23952.58,Active,2022-10-28,Mid
5385,NAB-A00005385,3809,Savings,USD,26293.08,24700.66,Active,2019-01-11,Mid
5386,NAB-A00005386,3809,Fixed Deposit,USD,10767.16,6649.78,Active,2019-01-22,Low
5387,NAB-A00005387,3810,Current,USD,236818.98,75734.4,Dormant,2023-03-01,High
5388,NAB-A00005388,3811,Current,NGN,9709.29,7203.49,Dormant,2022-09-16,Low
5389,NAB-A00005389,3811,Savings,NGN,10980.76,1463.99,Active,2022-09-03,Low
5390,NAB-A00005390,3811,Current,NGN,49745.18,39683.97,Active,2022-08-26,Mid
5391,NAB-A00005391,3812,Current,GBP,50468.43,11472.18,Active,2019-05-01,Mid
5392,NAB-A00005392,3813,Savings,GBP,9792.21,2052.62,Active,2023-01-06,Low
5393,NAB-A00005393,3814,Savings,ZAR,5194.76,386.81,Active,2022-02-15,Low
5394,NAB-A00005394,3815,Domiciliary,NGN,24100.04,22041.96,Active,2022-09-29,Mid
5395,NAB-A00005395,3816,Current,NGN,46426.24,16059.77,Suspended,2023-10-19,Mid
5396,NAB-A00005396,3816,Savings,NGN,5382.32,3153.1,Active,2023-11-03,Low
5397,NAB-A00005397,3816,Current,NGN,22636.53,14232.13,Active,2023-10-20,Mid
5398,NAB-A00005398,3817,Fixed Deposit,NGN,10713.74,1617.75,Active,2021-08-19,Low
5399,NAB-A00005399,3818,Premium,USD,4696.21,1362.91,Active,2022-04-24,Low
5400,NAB-A00005400,3818,Savings,USD,53399.09,27980.54,Dormant,2022-05-09,Mid
5401,NAB-A00005401,3819,Premium,USD,9669.26,4068.23,Active,2020-08-30,Low
5402,NAB-A00005402,3820,Savings,NGN,9064.28,1443.86,Active,2019-02-05,Low
5403,NAB-A00005403,3821,Savings,GBP,46099.27,32976.02,Active,2021-07-05,Mid
5404,NAB-A00005404,3822,Domiciliary,GHS,52718.83,44102.33,Active,2023-01-09,Mid
5405,NAB-A00005405,3823,Domiciliary,GBP,25323.42,16494.47,Suspended,2023-12-02,Mid
5406,NAB-A00005406,3824,Current,USD,23394.88,22018.08,Active,2020-03-02,Mid
5407,NAB-A00005407,3825,Current,NGN,272887.04,74982.5,Active,2020-11-06,High
5408,NAB-A00005408,3826,Savings,USD,9905.23,1143.91,Active,2022-08-07,Low
5409,NAB-A00005409,3827,Fixed Deposit,GBP,10029.49,4466.4,Active,2022-09-27,Low
5410,NAB-A00005410,3828,Domiciliary,USD,10402.59,4216.77,Dormant,2020-03-16,Low
5411,NAB-A00005411,3829,Fixed Deposit,GBP,107024.62,98238.6,Active,2021-06-06,High
5412,NAB-A00005412,3830,Savings,GBP,5099.1,1911.05,Active,2022-03-12,Low
5413,NAB-A00005413,3830,Savings,GBP,24185.01,17453.25,Active,2022-03-19,Mid
5414,NAB-A00005414,3831,Savings,GBP,5335.28,2045.69,Active,2022-05-01,Low
5415,NAB-A00005415,3831,Premium,GBP,23686.1,15597.47,Active,2022-04-24,Mid
5416,NAB-A00005416,3832,Current,GHS,10187.79,6867.42,Dormant,2023-10-30,Low
5417,NAB-A00005417,3832,Domiciliary,GHS,9265.78,7808.62,Active,2023-10-21,Low
5418,NAB-A00005418,3833,Savings,NGN,26380.6,16381.62,Active,2022-04-02,Mid
5419,NAB-A00005419,3834,Domiciliary,GHS,4633.35,2502.35,Dormant,2023-03-21,Low
5420,NAB-A00005420,3835,Current,USD,4977.15,2599.55,Active,2021-02-13,Low
5421,NAB-A00005421,3835,Savings,USD,9398.24,3036.13,Active,2021-02-28,Low
5422,NAB-A00005422,3836,Savings,NGN,5139.66,1755.05,Active,2019-12-26,Low
5423,NAB-A00005423,3837,Current,USD,45487.21,2736.36,Suspended,2019-06-19,Low
5424,NAB-A00005424,3837,Premium,USD,10343.91,5532.47,Active,2019-06-25,Low
5425,NAB-A00005425,3838,Fixed Deposit,USD,25469.48,11617.66,Active,2023-10-27,Mid
5426,NAB-A00005426,3839,Domiciliary,NGN,5373.94,1417.32,Active,2022-08-05,Low
5427,NAB-A00005427,3839,Savings,NGN,9960.14,5811.25,Suspended,2022-08-20,Low
5428,NAB-A00005428,3840,Current,USD,5439.17,1700.45,Active,2020-01-13,Low
5429,NAB-A00005429,3840,Current,USD,23925.32,16335.18,Active,2019-12-29,Mid
5430,NAB-A00005430,3841,Savings,ZAR,5128.13,1294.38,Active,2023-06-22,Low
5431,NAB-A00005431,3842,Savings,NGN,5314.26,594.14,Active,2020-10-06,Low
5432,NAB-A00005432,3842,Savings,NGN,4587.71,1891.89,Dormant,2020-09-18,Low
5433,NAB-A00005433,3843,Savings,NGN,5082.74,3245.79,Active,2022-07-11,Low
5434,NAB-A00005434,3843,Savings,NGN,10585.9,7315.93,Active,2022-07-31,Low
5435,NAB-A00005435,3844,Current,NGN,10146.23,7807.45,Active,2020-08-08,Low
5436,NAB-A00005436,3844,Domiciliary,NGN,24207.64,9724.46,Dormant,2020-08-10,Low
5437,NAB-A00005437,3845,Current,USD,46613.63,4500.85,Closed,2021-02-17,Low
5438,NAB-A00005438,3846,Savings,GHS,4598.72,1148.08,Active,2023-01-06,Low
5439,NAB-A00005439,3846,Current,GHS,4905.1,3642.52,Active,2022-12-22,Low
5440,NAB-A00005440,3847,Current,GBP,259791.3,52884.8,Active,2023-05-04,High
5441,NAB-A00005441,3848,Savings,USD,24211.28,3504.06,Active,2022-09-29,Low
5442,NAB-A00005442,3849,Domiciliary,NGN,5303.31,2322.48,Active,2020-05-01,Low
5443,NAB-A00005443,3850,Current,NGN,9846.22,6212.79,Closed,2023-04-29,Low
5444,NAB-A00005444,3850,Fixed Deposit,NGN,9823.96,6420.94,Active,2023-04-17,Low
5445,NAB-A00005445,3850,Savings,NGN,9712.7,8540.81,Active,2023-05-04,Low
5446,NAB-A00005446,3851,Fixed Deposit,NGN,48748.88,43413.53,Active,2021-09-20,Mid
5447,NAB-A00005447,3852,Domiciliary,USD,5336.02,924.91,Active,2019-02-23,Low
5448,NAB-A00005448,3853,Current,USD,23452.31,10997.79,Dormant,2020-04-04,Mid
5449,NAB-A00005449,3854,Current,USD,5098.35,4275.06,Active,2022-02-16,Low
5450,NAB-A00005450,3854,Savings,USD,10889.66,6812.41,Dormant,2022-03-10,Low
5451,NAB-A00005451,3854,Savings,USD,4844.4,3281.22,Active,2022-03-12,Low
5452,NAB-A00005452,3855,Current,USD,94097.46,71224.64,Active,2022-07-21,High
5453,NAB-A00005453,3856,Current,GBP,27408.78,11296.03,Active,2021-01-25,Mid
5454,NAB-A00005454,3857,Fixed Deposit,GBP,9673.0,4894.94,Active,2020-01-08,Low
5455,NAB-A00005455,3857,Current,GBP,23085.97,20264.63,Dormant,2020-01-03,Mid
5456,NAB-A00005456,3858,Fixed Deposit,USD,23971.46,21040.28,Active,2023-11-04,Mid
5457,NAB-A00005457,3858,Fixed Deposit,USD,10380.6,6809.25,Active,2023-10-11,Low
5458,NAB-A00005458,3859,Savings,USD,9171.7,1738.78,Active,2019-02-20,Low
5459,NAB-A00005459,3860,Current,USD,4626.52,4248.08,Active,2019-08-31,Low
5460,NAB-A00005460,3861,Savings,GBP,263922.13,38093.34,Active,2022-01-21,Mid
5461,NAB-A00005461,3862,Savings,GBP,27351.45,24781.46,Active,2019-11-30,Mid
5462,NAB-A00005462,3863,Domiciliary,NGN,263509.68,166213.1,Active,2020-02-08,High
5463,NAB-A00005463,3863,Savings,NGN,27386.86,4893.92,Active,2020-02-23,Low
5464,NAB-A00005464,3864,Savings,USD,9496.6,3595.8,Active,2023-09-16,Low
5465,NAB-A00005465,3865,Current,NGN,22775.19,2287.7,Active,2021-08-30,Low
5466,NAB-A00005466,3865,Savings,NGN,24760.8,16504.9,Active,2021-09-16,Mid
5467,NAB-A00005467,3866,Current,USD,10980.78,10118.25,Active,2020-11-23,Mid
5468,NAB-A00005468,3867,Current,NGN,5089.07,4577.91,Active,2021-03-07,Low
5469,NAB-A00005469,3868,Current,ZAR,5118.3,4248.79,Suspended,2019-10-27,Low
5470,NAB-A00005470,3869,Fixed Deposit,USD,4925.63,889.75,Active,2022-10-03,Low
5471,NAB-A00005471,3869,Savings,USD,48322.33,8242.78,Active,2022-09-20,Low
5472,NAB-A00005472,3870,Savings,GBP,54101.71,32207.59,Active,2022-10-28,Mid
5473,NAB-A00005473,3871,Current,NGN,26544.62,2096.17,Dormant,2023-09-30,Low
5474,NAB-A00005474,3872,Savings,NGN,9947.33,5988.4,Active,2019-06-26,Low
5475,NAB-A00005475,3873,Current,NGN,234953.48,34005.57,Active,2023-06-10,Mid
5476,NAB-A00005476,3873,Savings,NGN,9111.28,1863.66,Dormant,2023-06-13,Low
5477,NAB-A00005477,3874,Premium,NGN,9697.24,1771.93,Active,2021-03-26,Low
5478,NAB-A00005478,3875,Domiciliary,NGN,22732.55,8090.7,Active,2019-08-09,Low
5479,NAB-A00005479,3875,Fixed Deposit,NGN,4772.88,834.02,Active,2019-08-13,Low
5480,NAB-A00005480,3875,Current,NGN,4841.37,919.72,Active,2019-08-14,Low
5481,NAB-A00005481,3876,Current,NGN,24193.2,11656.25,Active,2019-12-07,Mid
5482,NAB-A00005482,3876,Domiciliary,NGN,10617.49,4855.41,Active,2020-01-04,Low
5483,NAB-A00005483,3877,Savings,GHS,5045.57,1429.75,Suspended,2021-10-07,Low
5484,NAB-A00005484,3878,Current,NGN,10837.54,3571.12,Active,2019-09-30,Low
5485,NAB-A00005485,3879,Savings,NGN,10136.7,6663.96,Active,2022-12-16,Low
5486,NAB-A00005486,3880,Domiciliary,USD,24787.95,11246.63,Active,2023-06-21,Mid
5487,NAB-A00005487,3881,Savings,ZAR,10224.83,7606.4,Active,2022-01-09,Low
5488,NAB-A00005488,3881,Current,ZAR,98442.34,37015.04,Active,2022-01-14,Mid
5489,NAB-A00005489,3882,Current,NGN,5284.04,3345.61,Active,2023-06-13,Low
5490,NAB-A00005490,3883,Savings,USD,51914.49,21024.55,Active,2021-11-15,Mid
5491,NAB-A00005491,3883,Savings,USD,25569.62,17895.83,Active,2021-11-11,Mid
5492,NAB-A00005492,3884,Current,ZAR,9888.17,8989.59,Dormant,2019-07-01,Low
5493,NAB-A00005493,3884,Savings,ZAR,25474.81,18266.28,Active,2019-06-30,Mid
5494,NAB-A00005494,3885,Current,ZAR,51169.12,4237.75,Active,2022-02-27,Low
5495,NAB-A00005495,3886,Savings,NGN,10516.7,3850.61,Active,2021-12-07,Low
5496,NAB-A00005496,3886,Domiciliary,NGN,48203.87,14665.75,Active,2021-11-26,Mid
5497,NAB-A00005497,3887,Savings,USD,26627.36,19064.48,Active,2019-09-28,Mid
5498,NAB-A00005498,3887,Premium,USD,9341.46,7744.94,Active,2019-09-12,Low
5499,NAB-A00005499,3888,Savings,GHS,26109.87,6057.74,Dormant,2019-01-13,Low
5500,NAB-A00005500,3889,Domiciliary,ZAR,92356.69,19189.11,Active,2020-10-16,Mid
5501,NAB-A00005501,3890,Savings,NGN,49600.27,3769.13,Active,2021-12-17,Low
5502,NAB-A00005502,3890,Current,NGN,45748.55,25351.59,Active,2021-12-29,Mid
5503,NAB-A00005503,3890,Current,NGN,9586.61,8741.7,Active,2021-12-23,Low
5504,NAB-A00005504,3891,Savings,NGN,4631.48,1402.25,Active,2019-09-28,Low
5505,NAB-A00005505,3892,Savings,GBP,10810.8,4415.71,Closed,2023-12-07,Low
5506,NAB-A00005506,3892,Savings,GBP,10562.64,627.83,Active,2023-11-27,Low
5507,NAB-A00005507,3893,Savings,NGN,23344.98,12669.01,Active,2020-04-12,Mid
5508,NAB-A00005508,3894,Fixed Deposit,NGN,9228.53,4112.3,Active,2019-12-09,Low
5509,NAB-A00005509,3894,Fixed Deposit,NGN,27226.43,20125.26,Active,2019-12-09,Mid
5510,NAB-A00005510,3895,Fixed Deposit,USD,10967.09,9252.0,Active,2019-12-18,Low
5511,NAB-A00005511,3896,Savings,GBP,5473.7,417.76,Active,2023-05-10,Low
5512,NAB-A00005512,3897,Savings,GBP,242037.42,18682.43,Active,2022-08-18,Mid
5513,NAB-A00005513,3897,Premium,GBP,109969.14,79028.22,Active,2022-08-12,High
5514,NAB-A00005514,3898,Domiciliary,NGN,4784.71,863.59,Active,2019-12-29,Low
5515,NAB-A00005515,3899,Fixed Deposit,USD,47248.09,22422.89,Suspended,2022-10-17,Mid
5516,NAB-A00005516,3900,Savings,USD,49748.31,25649.01,Active,2020-11-02,Mid
5517,NAB-A00005517,3901,Domiciliary,USD,26723.54,13990.97,Active,2021-05-13,Mid
5518,NAB-A00005518,3902,Current,GBP,10028.39,2570.05,Dormant,2019-12-01,Low
5519,NAB-A00005519,3902,Fixed Deposit,GBP,4605.73,3466.36,Active,2019-11-27,Low
5520,NAB-A00005520,3903,Savings,USD,9113.73,5397.07,Active,2019-12-02,Low
5521,NAB-A00005521,3904,Current,NGN,9371.18,3608.19,Active,2022-07-01,Low
5522,NAB-A00005522,3904,Fixed Deposit,NGN,10534.95,10002.53,Active,2022-07-12,Mid
5523,NAB-A00005523,3905,Fixed Deposit,NGN,4817.06,2979.95,Active,2022-03-28,Low
5524,NAB-A00005524,3906,Premium,USD,9342.53,6954.56,Active,2019-02-17,Low
5525,NAB-A00005525,3907,Current,USD,4841.24,1287.3,Active,2020-10-15,Low
5526,NAB-A00005526,3908,Current,NGN,91751.66,13207.57,Active,2022-01-07,Mid
5527,NAB-A00005527,3909,Savings,USD,10439.24,8513.69,Active,2020-11-23,Low
